symbol,name,currency,exchange,mic_code,country,type,figi_code
IVVD,Invivyd Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG011VMQFC8
IXAQ,IX Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG012LRQLY9
IXAQU,IX Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit,BBG012LKFSL5
IXAQW,IX Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG013RSS7X9
IXHL,Incannex Healthcare Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG01KBN6FZ3
IZEA,IZEA Worldwide Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG0018XMPY9
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG01293JHS0
JACK,Jack in the Box Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000H01G76
JAGX,Jaguar Health Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG0071M7CT9
JAKK,JAKKS Pacific Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000GPLP25
JAMF,Jamf Holding Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00VSYYYS4
JAN,JanOne Inc,USD,NASDAQ,XNCM,United States,Common Stock,
JANX,"Janux Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG0113S83G9
JAQCW,Jupiter Acquisition Corporation - Warrants,USD,NASDAQ,XNGS,United States,Warrant,
JAZZ,Jazz Pharmaceuticals PLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG000G9DVF3
JBHT,JB Hunt Transport Services Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMDQK4
JBLU,JetBlue Airways Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BRQHD7
JBSS,John B Sanfilippo & Son Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CHPYB4
JCIC,Jack Creek Investment Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
JCOM,j2 Global Inc,USD,NASDAQ,XNGS,United States,Common Stock,
JCSE,JE Cleantech Holdings Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG015ZJWL87
JCTCF,Jewett-Cameron Trading Co Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BKP0T3
JD,JD.com Inc,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG005YHY1D9
JDZG,JIADE Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG01KS9GKM8
JEWL,Adamas One Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG017XHWZD2
JFBR,Jeffs Brands Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG015HK8657
JFBRW,Jeffs' Brands Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG019DF45K3
JFIN,Jiayin Group Inc,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG00MV5JQ61
JFU,9F Inc,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG00PV4PQ42
JG,Aurora Mobile Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG00LBL8D89
JJSF,J&J Snack Foods Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMGZP6
JKHY,Jack Henry & Associates Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMHDJ1
JL,J-Long Group Limited Ordinary Shares,USD,NASDAQ,XNMS,United States,Common Stock,BBG01K3F7526
JMSB,"John Marshall Bancorp, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG001M6QLY7
JNVR,Janover Inc. - Common Stock,USD,NASDAQ,XNCM,United States,Common Stock,BBG01B2HGFJ3
JOUT,Johnson Outdoors Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000HCYV71
JRSH,Jerash Holdings US Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00HWHP911
JRVR,James River Group Holdings Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG007HRJY47
JSM,Navient Corp,USD,NASDAQ,XNGS,United States,Preferred Stock,
JSPR,"Jasper Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00RBF0664
JSPRW,"Jasper Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00RBFC7D1
JTAI,Jetai Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG011WGWKT4
JTAIW,Jet.AI Inc. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
JTAIZ,Jet.AI Inc. - Merger Consideration Warrants,USD,NASDAQ,XNCM,United States,Warrant,BBG01HVLQP97
JUNE,Junee Limited Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG018RDCZN7
JUPW,"Jupiter Wellness, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
JVA,Coffee Holding Co Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000GB7P86
JVSA,JV SPAC Acquisition Corp. Class A Ordinary Share,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JYF8P84
JVSAR,JV SPAC Acquisition Corp. Right,USD,NASDAQ,XNMS,United States,Common Stock,
JVSAU,JVSPAC Acquisition Corp. Unit,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JYF89K6
JWEL,Jowell Global Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YB1YYC5
JXJT,JX Luxventure Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG00429YTR9
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG01FF0YDS2
JYNT,Joint Corp-The,USD,NASDAQ,XNCM,United States,Common Stock,BBG0074VSJZ1
JZ,Jianzhi Education Technology Group Co Ltd,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG011RWD5J0
JZXN,"Jiuzi Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00WYX1LY4
KA,"Kineta, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00BRG4032
KACL,Kairous Acquisition Corp. Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG013QQB450
KACLR,Kairous Acquisition Corp. Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG014MXSN93
KACLU,Kairous Acquisition Corp. Limited Unit,USD,NASDAQ,XNCM,United States,Unit,BBG0129F5Y01
KACLW,Kairous Acquisition Corp. Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG014MY0QQ5
KALA,Kala Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00H1CVYC2
KALU,Kaiser Aluminum Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000PKZQK9
KALV,KalVista Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG007TGGFT5
KARO,Karooooo Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZNSKKY1
KAVL,"Kaival Brands Innovations Group, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000DXDKN8
KBAL,Kimball International Inc,USD,NASDAQ,XNGS,United States,Common Stock,
KC,Kingsoft Cloud Holdings Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG00R6T4Q80
KDLY,"Kindly MD, Inc. Common Stock",USD,NASDAQ,XNCM,United States,Common Stock,BBG01JG7HHN3
KDLYW,"Kindly MD, Inc. Warrants",USD,NASDAQ,XNMS,United States,Common Stock,
KDP,Keurig Dr Pepper Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000TJMD94
KE,Kimball Electronics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00748ML74
KELYA,Kelly Services Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMNPQ9
KELYB,Kelly Services Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMP4P5
KEQU,Kewaunee Scientific Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BMQ3K1
KERN,Akerna Corp,USD,NASDAQ,XNCM,United States,Common Stock,
KFFB,Kentucky First Federal Bancorp,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BWDCP8
KGEI,Kolibri Global Energy Inc. - Common stock,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BBK2G8
KHC,Kraft Heinz Co-The,USD,NASDAQ,XNGS,United States,Common Stock,BBG008H7SQZ2
KIDS,OrthoPediatrics Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG00HFFRWB0
KINS,Kingstone Cos Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000G22PY2
KIRK,Kirkland's Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000GMF2Q4
KITT,"Nauticus Robotics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01199FTF1
KITTW,"Nauticus Robotics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
KLAC,KLA Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMTSQ7
KLDO,Kaleido Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock,
KLIC,Kulicke & Soffa Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMV4D1
KLTR,"Kaltura, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00ZHDXYM0
KLXE,KLX Energy Services Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00L2RPKP2
KMDA,Kamada Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG004MPD2D8
KNDI,Kandi Technologies Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG01MG6MLZ0
KNSA,Kiniksa Pharmaceuticals Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG00KT2KGF5
KOD,Kodiak Sciences Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00LY1F6X7
KOPN,Kopin Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000C2SH21
KOSS,Koss Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BMY313
KPLT,"Katapult Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00R4SGB84
KPLTW,"Katapult Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00R4SJ8G9
KPRX,"Kiora Pharmaceuticals, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG0083Y1PV3
KPTI,Karyopharm Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG005CZBQW2
KQQQ,Kurv Technology Titans Select ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01NQ6JQJ8
KRKR,36Kr Holdings Inc,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG00QG35V40
KRMD,Repro-Med Systems Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000D946J7
KRNL,"Kernel Group Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
KRNLU,"Kernel Group Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
KRNLW,"Kernel Group Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
KRNT,Kornit Digital Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG0086KNC81
KRNY,Kearny Financial Corp-MD,USD,NASDAQ,XNGS,United States,Common Stock,BBG008N1HY83
KRON,Kronos Bio Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00XH5TZ80
KROS,Keros Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00SJ81C39
KRRO,"Korro Bio, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00Q6Q1DS8
KRT,Karat Packaging Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Q9MSHD2
KRUS,Kura Sushi USA Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00PNFJCZ0
KRYS,Krystal Biotech Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00HJJ4PJ0
KSCP,"Knightscope, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG014VTC561
KSICW,Kadem Sustainable Impact Corpor,USD,NASDAQ,XNMS,United States,Common Stock,
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,USD,NASDAQ,XNGS,United States,Common Stock,BBG00NNN9R86
KTCC,Key Tronic Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BN02M7
KTOS,Kratos Defense & Security Solutions Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C1HZZ9
KTRA,"Kintara Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG001J7N7X4
KTTA,Pasithea Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01018ZH94
KTTAW,Pasithea Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01231TZS9
KURA,Kura Oncology Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG009W9FYV0
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,USD,NASDAQ,XNMS,United States,Common Stock,BBG01HN1BWM6
KVACU,Keen Vision Acquisition Corporation - Units,USD,NASDAQ,XNMS,United States,Unit,BBG01F6NZ3C0
KVACW,Keen Vision Acquisition Corporation - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
KVHI,KVH Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C1TXR0
KWE,KWESST Micro Systems Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Y2J0XH0
KWESW,KWESST Micro Systems Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01BTSQRM9
KXIN,Kaixin Auto Holdings,USD,NASDAQ,XNCM,United States,Common Stock,BBG00J54QHQ0
KYCH,Keyarch Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock,
KYMR,"Kymera Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00WFDP0Q8
KYTX,"Kyverna Therapeutics, Inc. Common Stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG01L9YJ1T4
KZIA,Kazia Therapeutics Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG000KC7LN1
KZR,Kezar Life Sciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00L10PXW6
LAB,Standard BioTools Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG001D5DBX6
LAES,SEALSQ Corp - Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG01GNGZFL7
LAKE,Lakeland Industries Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BN1CS8
LAMR,Lamar Advertising Co,USD,NASDAQ,XNGS,United States,REIT,BBG000FGQ2L1
LANC,Lancaster Colony Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BN1XT1
LAND,Gladstone Land Corp,USD,NASDAQ,XNMS,United States,REIT,BBG001D8W893
LANDM,Gladstone Land Corporation,USD,NASDAQ,XNMS,United States,Common Stock,
LANDO,Gladstone Land Corporation,USD,NASDAQ,XNMS,United States,Common Stock,
LANDP,Gladstone Land Corp,USD,NASDAQ,XNMS,United States,Preferred Stock,
LARK,Landmark Bancorp Inc-Manhattan KS,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BJZ211
LASE,Laser Photonics Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG013KLFY75
LASR,nLight Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00KHD9687
LATG,LatAmGrowth SPAC,USD,NASDAQ,XNMS,United States,Common Stock,BBG013RTC577
LATGU,LatAmGrowth SPAC,USD,NASDAQ,XNMS,United States,Unit,BBG013RTC005
LAUR,Laureate Education Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00B4Z2ZH5
LAWS,Lawson Products Inc-DE,USD,NASDAQ,XNGS,United States,Common Stock,
LAX,8i Acquisition 2 Corp. Ordinary Shares,USD,NASDAQ,XNMS,United States,Common Stock,
LAZR,Luminar Technologies Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00NPL2YZ0
LAZY,"Lazydays Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
LBBBR,Lakeshore Acquisition II Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
LBBBW,Lakeshore Acquisition II Corp.,USD,NASDAQ,XNGS,United States,Common Stock,
LBPH,"Longboard Pharmaceuticals, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZCX7B04
LBPSW,4D pharma plc,USD,NASDAQ,XNMS,United States,Common Stock,
LBRDA,Liberty Broadband Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG006GNRZW6
LBRDK,Liberty Broadband Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG006GNT0H8
LBRDP,Liberty Broadband Corporation,USD,NASDAQ,XNGS,United States,Common Stock,
LBTYA,Liberty Global PLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG01K9K1DB8
LBTYB,Liberty Global PLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG01K9KHZ40
LBTYK,Liberty Global PLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG01K9KJ3W8
LCAAW,L Catterton Asia Acquisition Corp - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
LCDS,JPMorgan Fundamental Data Science Large Core ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01NWV8FL9
LCFY,Locafy Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG016B1QJF4
LCFYW,Locafy Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG016B2CST2
LCID,"Lucid Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00XD341F3
LCNB,LCNB Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BB39F3
LCUT,Lifetime Brands Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C71JR8
LDHAW,LDH Growth Corp I,USD,NASDAQ,XNMS,United States,Common Stock,
LDTC,LeddarTech Holdings Inc.,USD,NASDAQ,XNMS,United States,Common Stock,BBG01JH2D9J0
LDTCW,LeddarTech Holdings Inc.,USD,NASDAQ,XNMS,United States,Common Stock,BBG01JH2F5F0
LDWY,Lendway Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CBFZ61
LE,Lands' End Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG005P337S5
LECO,Lincoln Electric Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BB7F56
LEDS,SemiLEDs Corp-Taiwan,USD,NASDAQ,XNCM,United States,Common Stock,BBG0014KKL81
LEE,Lee Enterprises Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BN50Y3
LEGAW,"Lead Edge Growth Opportunities,",USD,NASDAQ,XNMS,United States,Common Stock,
LEGH,Legacy Housing Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00MJDR8B3
LEGN,Legend Biotech Corp,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG00TTGH6F1
LENZ,"LENZ Therapeutics, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG011BQDC41
LESL,Leslie''s Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00XS6TVC0
LEXX,Lexaria Bioscience Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000JQJ1G1
LEXXW,Lexaria Bioscience Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YTSHLP0
LFACW,LF Capital Acquisition Corp. II,USD,NASDAQ,XNMS,United States,Common Stock,
LFCR,"Lifecore Biomedical, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG000G1H6G0
LFLY,"Leafly Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00R2JF777
LFLYW,"Leafly Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
LFMD,"LifeMD, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG000CMD8C2
LFMDP,"LifeMD, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
LFST,"LifeStance Health Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG01138DHJ3
LFUS,Littelfuse Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGFS30
LFVN,Lifevantage Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CDJPN6
LFWD,ReWalk Robotics Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG006SYQGM3
LGCB,Linkage Global Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JDLY669
LGCL,Lucas GC Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG01FP7YWR5
LGCY,2,USD,NASDAQ,XNGS,United States,Common Stock,
LGHL,Lion Group Holding Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00SVJG2H2
LGHLW,Lion Financial Group Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG00SXJJSZ0
LGIH,LGI Homes Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG0056656D5
LGMK,"LogicMark, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG0043BXML5
LGND,Ligand Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BKF210
LGO,Largo Resources Ltd.,USD,NASDAQ,XNGS,United States,Common Stock,BBG000HVX7L7
LGST,Semper Paratus Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,
LGVC,LAMF Global Ventures Corp. I,USD,NASDAQ,XNMS,United States,Common Stock,
LGVN,Longeveron Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YZ6JJ56
LI,Li Auto Inc,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG00W0KZDV3
LIACF,American Lithium Corp.,USD,NASDAQ,XNAS,United States,Common Stock,
LIAN,LianBio,USD,NASDAQ,XNMS,United States,Depositary Receipt,
LIBY,Liberty Resources Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
LIBYU,Liberty Resources Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit,
LIBYW,Liberty Resources Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
LICN,Lichen China Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG0175XWKB3
LIDR,"AEye, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00YQ7K5Y0
LIDRW,"AEye, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00YQ7LM09
LIF,"Life360, Inc. Common Stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG00PT8Z5W0
LIFE,aTyr Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock,
LIFW,MSP RECOVERY INC,USD,NASDAQ,XNMS,United States,Common Stock,BBG00XTVXSR0
LIFWW,"MSP Recovery, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG017QYMJS4
LIFWZ,"MSP Recovery, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00XTVY1M3
LILA,Liberty Latin America Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG00JHP6H64
LILAK,Liberty Latin America Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG00JKWHZT8
LILM,Lilium N.V.,USD,NASDAQ,XNGS,United States,Common Stock,BBG012JCD5L8
LILMW,Lilium N.V.,USD,NASDAQ,XNGS,United States,Common Stock,BBG012JCB228
LIN,Linde plc,USD,NASDAQ,XNGS,United States,Common Stock,BBG01FNDGNN8
LINC,Lincoln Educational Services Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000GM3205
LIND,Lindblad Expeditions Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG004S61JQ6
LINE,"Lineage, Inc. Common Stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG01NJDR1F1
LINK,"Interlink Electronics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000BH52G2
LION,2,USD,NASDAQ,XNGS,United States,Common Stock,BBG01MVGZQC1
LIPO,Lipella Pharmaceuticals Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01C353VL2
LIQT,LiqTech International Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000QKQ6Q6
LITE,Lumentum Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG0073F9SD2
LITM,Snow Lake Resources Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZV17FB2
LIVE,Live Ventures Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CPW4W1
LIVN,LivaNova PLC,USD,NASDAQ,XNGS,United States,Common Stock,BBG009LGHGN2
LIXT,"Lixte Biotechnology Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000TC1B50
LIXTW,"Lixte Biotechnology Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00Y7BNLS1
LJAQ,LightJump Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock,
LKCO,Luokung Technology Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG00MZ7L8B4
LKFN,Lakeland Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BHRBS5
LKQ,LKQ Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000PXDRY8
LLNW,Limelight Networks Inc,USD,NASDAQ,XNGS,United States,Common Stock,
LLYVA,Liberty Media Corporation - Series A Liberty Live Common Stock,USD,NASDAQ,XNGS,United States,Common Stock,BBG01HMFL0T8
LLYVK,Liberty Media Corporation - Series C Liberty Live Common Stock,USD,NASDAQ,XNGS,United States,Common Stock,BBG01HMFLV83
LMAOU,LMF Acquisition Opportunities Inc.,USD,NASDAQ,XNCM,United States,Unit,
LMAT,LeMaitre Vascular Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000LY1QM8
LMB,Limbach Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG006G0NGR8
LMDX,LumiraDx Limited,USD,NASDAQ,XNMS,United States,Common Stock,
LMDXW,LumiraDx Limited,USD,NASDAQ,XNMS,United States,Common Stock,
LMFA,LM Funding America Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00BLYZ5D3
LMNR,Limoneira Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BDPMD8
LMPX,LMP Automotive Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,
LNDC,Landec Corp,USD,NASDAQ,XNGS,United States,Common Stock,
LNKB,LINKBANCORP Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00RTBDJY1
LNSR,"LENSAR, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00X8RZC31
LNT,Alliant Energy Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000DW73F4
LNTH,Lantheus Holdings Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG006Q52RM0
LNW,"Light & Wonder, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00JR5MP43
LNZA,"LanzaTech Global, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZCX6B32
LNZAW,"LanzaTech Global, Inc. - Warrant",USD,NASDAQ,XNGS,United States,Warrant,
LOAN,Manhattan Bridge Capital Inc,USD,NASDAQ,XNCM,United States,REIT,BBG000BVN565
LOBO,LOBO EV TECHNOLOGIES LTD.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01FTW55N1
LOCO,El Pollo Loco Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG006Q55V57
LOGC,LogicBio Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Y9BD211
LOGI,Logitech International SA,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BQNNP6
LOOP,Loop Industries Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG003FMFRZ4
LOPE,Grand Canyon Education Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000FV4Q48
